orderid,ctime,userid,shopid,rating_star,satisfaction_label
114918665262569.0,2024-04-03 17:30:06,33748029,423318317,5,Very Satisfied
135052542241397.0,2023-12-06 11:23:59,26713921,423318317,5,Very Satisfied
118386829274148.0,2024-01-16 03:34:15,225082509,423318317,5,Very Satisfied
92242396118105.0,2024-01-10 19:20:38,34343459,423318317,5,Very Satisfied
144301492203839.0,2023-12-12 03:29:58,26928435,423318317,5,Very Satisfied
110790973158557.0,2022-08-20 18:08:50,16477623,423318317,5,Very Satisfied
110825447148027.0,2023-11-21 22:16:03,46923466,423318317,5,Very Satisfied
121050500191064.0,2024-02-28 00:38:36,99140269,423318317,5,Very Satisfied
118768620213519.0,2022-10-04 15:41:14,40086394,423318317,5,Very Satisfied
93540530354977.0,2024-01-30 22:42:40,267817743,423318317,5,Very Satisfied
90227259381492.0,2023-07-17 20:11:24,93374695,423318317,5,Very Satisfied
98911249693944.0,2024-01-20 18:04:41,137257297,423318317,5,Very Satisfied
100062521350664.0,2023-09-10 16:11:44,77989202,423318317,5,Very Satisfied
122281146236996.0,2023-05-18 23:17:36,314958697,423318317,5,Very Satisfied
150684604274584.0,2023-03-18 07:33:42,99140269,423318317,5,Very Satisfied
106242262293800.0,2023-11-20 13:28:38,224074993,423318317,5,Very Satisfied
96988238387565.0,2023-01-23 12:23:04,85997928,423318317,5,Very Satisfied
139479443296142.0,2023-07-09 12:14:13,35248981,423318317,5,Very Satisfied
104302918266205.0,2023-02-15 10:58:41,130240961,423318317,5,Very Satisfied
107163792541033.0,2022-08-13 16:34:10,121613511,423318317,5,Very Satisfied
99586931264864.0,2024-01-07 13:31:40,156495494,423318317,5,Very Satisfied
155529740291508.0,2023-09-30 20:10:33,58342719,423318317,5,Very Satisfied
133620936258783.0,2023-01-08 07:22:30,99140269,423318317,5,Very Satisfied
126069036145789.0,2023-06-08 12:29:55,197849745,423318317,5,Very Satisfied
129563191219499.0,2023-03-28 15:33:53,106820226,423318317,5,Very Satisfied
97057934628067.0,2023-01-04 20:11:25,63021564,423318317,5,Very Satisfied
119239147291388.0,2023-11-21 21:39:33,40022808,423318317,5,Very Satisfied
159813695205058.0,2024-01-19 06:03:48,22235878,423318317,5,Very Satisfied
97518123238776.0,2023-09-25 18:04:30,50419937,423318317,5,Very Satisfied
115140857201902.0,2022-10-31 10:04:38,135783732,423318317,5,Very Satisfied
92322206094654.0,2023-06-06 12:45:08,19181310,423318317,5,Very Satisfied
149904155288097.0,2024-01-04 10:59:49,1075931031,423318317,5,Very Satisfied
121451136163381.0,2023-10-11 13:30:59,13298869,423318317,5,Very Satisfied
104978948582681.0,2024-02-05 12:20:53,103823648,423318317,5,Very Satisfied
161511671265599.0,2024-01-21 22:28:54,68550594,423318317,5,Very Satisfied
136260243201995.0,2024-03-02 11:21:42,69435387,423318317,5,Very Satisfied
94670521237728.0,2023-08-24 21:41:49,165434031,423318317,5,Very Satisfied
104313334572613.0,2022-08-15 08:31:50,68448296,423318317,5,Very Satisfied
153985357293507.0,2023-08-18 14:08:33,50454314,423318317,5,Very Satisfied
123783389292227.0,2023-12-09 23:29:30,13271156,423318317,5,Very Satisfied
152320078254808.0,2024-03-12 21:40:09,294276011,423318317,5,Very Satisfied
99720058217215.0,2023-09-15 00:12:44,61440657,423318317,5,Very Satisfied
99527411354440.0,2022-10-07 14:20:39,285456045,423318317,5,Very Satisfied
139753715292959.0,2022-09-22 19:42:31,58461127,423318317,5,Very Satisfied
154965941211990.0,2024-04-02 08:04:18,154857391,423318317,5,Satisfied
92033007464395.0,2024-03-23 21:58:25,76122736,423318317,5,Satisfied
110898742165984.0,2023-12-16 08:02:10,179839330,423318317,5,Neutral
121924864297145.0,2022-12-30 01:44:20,136565710,423318317,5,Very Satisfied
123698266125937.0,2024-04-08 09:03:08,81070170,423318317,5,Very Satisfied
133420885202197.0,2024-03-02 18:15:17,183840969,423318317,5,Very Satisfied
115187098267432.0,2023-10-21 12:11:19,73283932,423318317,5,Very Satisfied
128524082249547.0,2023-09-17 12:57:06,278784597,423318317,5,Very Satisfied
123492588249842.0,2023-11-25 14:36:48,19626216,423318317,5,Satisfied
143437260273266.0,2024-03-23 15:39:47,6438599,423318317,5,Very Satisfied
100162158511568.0,2023-10-23 19:38:23,62533686,423318317,5,Very Satisfied
103682524645133.0,2024-01-31 03:36:37,80175382,423318317,5,Very Satisfied
97505071256446.0,2023-11-20 18:08:17,80945807,423318317,5,Very Satisfied
107711269213939.0,2022-10-30 19:53:40,163938142,423318317,5,Very Satisfied
136834571244480.0,2023-10-20 17:45:27,69435387,423318317,5,Satisfied
97348709320925.0,2023-08-21 16:05:02,35168595,423318317,5,Very Satisfied
109318274635764.0,2024-03-31 00:29:14,150528040,423318317,1,Very Satisfied
113020460134340.0,2023-09-29 14:39:49,58706664,423318317,5,Very Satisfied
99764482354197.0,2023-09-01 18:48:32,59500393,423318317,5,Very Satisfied
147857690236352.0,2024-02-13 18:04:51,290884175,423318317,5,Very Satisfied
92754301151247.0,2023-05-29 17:40:35,11450517,423318317,5,Very Satisfied
161173194289421.0,2021-12-10 11:50:50,717895659,423318317,5,Very Satisfied
92720688346140.0,2023-08-28 21:32:07,65707485,423318317,5,Very Satisfied
113191308175709.0,2023-09-01 10:31:20,254056469,423318317,5,Very Satisfied
154666061230294.0,2022-12-20 18:06:02,413916096,423318317,5,Very Satisfied
113651287269099.0,2023-09-20 15:26:41,7844179,423318317,4,Very Satisfied
123164916130883.0,2023-04-03 11:05:25,402795120,423318317,5,Very Satisfied
118322738222043.0,2023-09-19 10:57:34,19004272,423318317,5,Very Satisfied
92501068466955.0,2023-10-06 13:52:02,242230530,423318317,5,Satisfied
114863688233032.0,2023-08-24 05:38:08,115518214,423318317,5,Very Satisfied
131474872203269.0,2023-12-14 13:58:51,13713585,423318317,4,Very Satisfied
98773698605598.0,2023-09-05 13:32:38,305744826,423318317,5,Very Satisfied
131901337273549.0,2023-10-06 00:24:09,223985240,423318317,5,Very Satisfied
116516756281254.0,2022-09-06 16:25:46,97018886,423318317,5,Very Satisfied
134884860223266.0,2023-10-16 18:50:43,103743425,423318317,5,Satisfied
122535602273227.0,2024-02-21 13:59:18,209436724,423318317,5,Very Satisfied
102779218646034.0,2024-01-15 13:20:28,99140269,423318317,5,Very Satisfied
107101617681339.0,2023-08-29 14:28:11,110746422,423318317,5,Very Satisfied
107142475352744.0,2024-02-20 08:27:59,95937315,423318317,5,Very Satisfied
123267969112401.0,2023-12-29 16:22:49,211705452,423318317,5,Very Satisfied
86230900093444.0,2023-03-16 12:55:54,540885189,423318317,5,Very Satisfied
142154188288092.0,2023-02-21 12:02:56,21166219,423318317,5,Very Satisfied
116437699203786.0,2023-01-31 14:14:24,142638048,423318317,5,Very Satisfied
102160625570148.0,2023-08-26 16:55:36,52845516,423318317,5,Very Satisfied
114497692265805.0,2024-04-04 08:57:34,162418048,423318317,5,Very Satisfied
116133590280232.0,2023-08-12 20:32:34,66652605,423318317,5,Very Satisfied
103349250508654.0,2022-08-16 21:16:40,60606351,423318317,5,Very Satisfied
129051441241509.0,2022-06-17 11:11:44,75284875,423318317,5,Very Satisfied
121659303134140.0,2021-11-20 08:31:42,48880929,423318317,5,Very Satisfied
156943919287875.0,2024-03-20 11:53:51,574097757,423318317,5,Very Satisfied
134925091269377.0,2022-12-11 17:47:11,63103629,423318317,5,Very Satisfied
98282696577197.0,2022-12-25 20:16:47,99124173,423318317,5,Very Satisfied
111732187112778.0,2023-08-21 17:02:47,48436500,423318317,5,Very Satisfied
158163308289613.0,2024-01-07 07:46:05,124213402,423318317,5,Very Satisfied
104176207315120.0,2022-09-14 19:06:54,76953025,423318317,5,Very Satisfied
100325387668580.0,2023-09-20 15:14:50,112585759,423318317,5,Satisfied
90321263303460.0,2023-10-05 15:34:52,77541142,423318317,5,Very Satisfied
153978254265181.0,2023-12-10 01:05:51,50454314,423318317,5,Very Satisfied
90263559114871.0,2023-12-22 19:38:49,147042031,423318317,5,Very Satisfied
151596490231418.0,2023-09-12 19:27:23,13627596,423318317,5,Very Satisfied
113112268139073.0,2022-03-24 18:49:16,421696544,423318317,5,Satisfied
140424549263769.0,2023-08-10 00:08:52,273607133,423318317,5,Very Satisfied
125389719173291.0,2024-01-15 13:33:39,204237845,423318317,5,Very Satisfied
90303398244642.0,2023-11-30 09:03:42,115704901,423318317,5,Very Satisfied
98551036394743.0,2024-03-07 12:53:12,47455430,423318317,5,Very Satisfied
104110601275122.0,2024-03-15 10:40:04,305744826,423318317,5,Very Satisfied
117971931270719.0,2023-08-19 07:55:37,119445334,423318317,5,Very Satisfied
124615129284005.0,2023-09-07 13:01:34,81017485,423318317,5,Satisfied
118142233249458.0,2023-11-28 01:39:56,99171675,423318317,5,Very Satisfied
136960147228541.0,2024-01-26 06:35:46,211705452,423318317,5,Very Satisfied
134695809234367.0,2024-01-11 11:29:19,28906425,423318317,5,Satisfied
122133069271003.0,2023-11-20 15:36:16,33672209,423318317,5,Very Satisfied
93414366546222.0,2023-09-13 17:02:07,1376668,423318317,5,Very Satisfied
124974424119792.0,2024-03-13 13:35:12,240246188,423318317,5,Very Satisfied
103781155284998.0,2024-01-10 17:32:44,17074655,423318317,5,Very Satisfied
115917261295123.0,2022-07-20 17:39:36,244168813,423318317,5,Very Satisfied
117635202215026.0,2023-04-14 18:56:59,41716126,423318317,5,Very Satisfied
115296575232395.0,2023-01-31 18:02:30,384837070,423318317,5,Very Satisfied
99986688599432.0,2023-08-09 11:58:21,211705452,423318317,5,Very Satisfied
136893174256394.0,2024-02-28 11:04:54,451663487,423318317,5,Very Satisfied
142434203278302.0,2023-01-15 21:29:56,56296255,423318317,5,Very Satisfied
131517097202818.0,2023-11-17 23:13:23,211705452,423318317,5,Very Satisfied
105967243502249.0,2023-01-24 22:00:26,91641904,423318317,5,Very Satisfied
162088564242878.0,2022-10-18 07:08:23,106351934,423318317,5,Very Satisfied
134240197291506.0,2023-07-11 18:34:20,34561321,423318317,5,Very Satisfied
103225213514793.0,2022-12-22 15:36:42,46572879,423318317,5,Very Satisfied
96868324024836.0,2023-11-27 17:19:14,91641904,423318317,5,Very Satisfied
96179370052971.0,2023-01-25 08:03:45,174297377,423318317,5,Very Satisfied
154701109215405.0,2023-02-02 17:38:17,700057799,423318317,5,Very Satisfied
140067411259196.0,2023-11-13 08:21:24,35248981,423318317,5,Very Satisfied
117548715237235.0,2023-08-18 13:29:33,61144010,423318317,5,Very Satisfied
124091143193918.0,2024-04-07 17:39:28,366440644,423318317,5,Very Satisfied
139680967228405.0,2022-06-17 11:23:14,75600394,423318317,5,Very Satisfied
148064437220614.0,2023-06-20 23:38:46,112375414,423318317,5,Very Satisfied
97766182586729.0,2023-09-15 14:08:50,294118688,423318317,5,Very Satisfied
142500377282515.0,2022-11-23 10:28:19,257770549,423318317,5,Very Satisfied
109229257307724.0,2022-05-16 18:40:44,68325516,423318317,3,Very Satisfied
138855055299532.0,2023-01-10 20:05:41,95831537,423318317,5,Very Satisfied
155102508217613.0,2022-10-04 19:23:20,362690167,423318317,5,Very Satisfied
159195431292993.0,2023-12-19 19:22:17,224663909,423318317,5,Very Satisfied
141193616203950.0,2023-08-23 18:50:37,203120317,423318317,5,Very Satisfied
113729959205274.0,2022-12-20 22:07:14,33303477,423318317,4,Very Satisfied
124510987219267.0,2024-03-27 12:51:07,185218375,423318317,5,Very Satisfied
104040731267945.0,2022-01-14 19:38:34,467798061,423318317,5,Satisfied
86230221264657.0,2022-05-02 06:23:49,540885189,423318317,5,Very Satisfied
127413526252830.0,2022-05-27 12:01:50,12806623,423318317,4,Very Satisfied
92011894379359.0,2023-10-20 18:42:18,15195537,423318317,5,Very Satisfied
154267232213432.0,2023-08-19 09:45:54,78015142,423318317,3,Very Satisfied
123028747149506.0,2023-10-02 10:35:24,832223459,423318317,5,Very Satisfied
121728730242093.0,2023-10-15 07:15:22,19004272,423318317,5,Very Satisfied
120922802135848.0,2023-02-08 22:45:27,119364934,423318317,5,Very Satisfied
98021125293751.0,2023-09-25 01:32:55,119935289,423318317,5,Very Satisfied
113794684253610.0,2022-10-10 19:10:34,143353908,423318317,5,Very Satisfied
109952909158694.0,2023-08-23 15:11:06,36445570,423318317,5,Satisfied
124336311209531.0,2022-11-25 23:51:39,145202574,423318317,5,Very Satisfied
125843890231725.0,2023-10-08 12:32:22,34561321,423318317,5,Very Satisfied
149921322244157.0,2024-01-17 18:05:53,8073141,423318317,5,Very Satisfied
141869371257803.0,2024-03-04 17:15:40,93603696,423318317,5,Very Satisfied
154856208291087.0,2024-01-22 10:40:45,33096640,423318317,2,Very Satisfied
92203869518130.0,2022-09-09 13:33:57,218982758,423318317,5,Very Satisfied
157363719243705.0,2024-02-17 21:51:28,216251873,423318317,5,Satisfied
155021802239156.0,2023-08-15 19:27:34,30010869,423318317,5,Very Satisfied
113099753132727.0,2024-03-03 12:28:23,126191884,423318317,5,Very Satisfied
96111254504737.0,2023-09-07 18:03:30,261988744,423318317,5,Very Satisfied
123332311101000.0,2024-01-19 13:50:47,168766239,423318317,5,Very Satisfied
106632023508816.0,2023-11-20 08:12:41,21068062,423318317,5,Very Satisfied
110903205119608.0,2024-01-19 20:49:34,136938143,423318317,5,Very Satisfied
96766805073584.0,2023-12-27 19:44:26,80530397,423318317,5,Very Satisfied
136910300203791.0,2023-02-01 21:24:12,318198308,423318317,5,Very Satisfied
101251842376730.0,2024-01-30 15:06:30,162419535,423318317,5,Very Satisfied
129994337212710.0,2023-09-25 10:37:35,188314228,423318317,5,Very Satisfied
139715881297521.0,2023-03-26 15:21:52,59489708,423318317,5,Very Satisfied
99765684217368.0,2023-09-28 21:20:08,166322959,423318317,5,Very Satisfied
103428442681738.0,2024-03-22 15:58:41,165051329,423318317,5,Very Satisfied
101269916206719.0,2024-02-20 14:03:19,250830577,423318317,5,Very Satisfied
99322037650286.0,2023-02-01 21:51:39,186975588,423318317,5,Satisfied
96870119613666.0,2023-03-24 16:24:56,186975588,423318317,5,Very Satisfied
94666196256555.0,2023-12-23 11:07:11,11955431,423318317,5,Very Satisfied
112245606100115.0,2023-06-11 14:58:56,67533741,423318317,5,Very Satisfied
108911762625770.0,2024-01-20 16:57:10,39809122,423318317,5,Very Satisfied
95748190278960.0,2023-08-30 08:25:12,63794027,423318317,5,Very Satisfied
141804900284316.0,2022-10-01 14:21:22,112339055,423318317,5,Very Satisfied
92115936111540.0,2023-11-02 16:26:48,428411242,423318317,5,Satisfied
114169914237618.0,2024-03-03 15:22:16,84836233,423318317,5,Very Satisfied
113833445294195.0,2024-01-10 01:26:49,100529108,423318317,5,Very Satisfied
99466297563608.0,2023-08-26 10:37:20,27846010,423318317,5,Very Satisfied
101837443631977.0,2023-11-15 15:21:12,244644608,423318317,5,Very Satisfied
90343193135401.0,2023-05-31 19:24:41,66736888,423318317,5,Very Satisfied
94884146018854.0,2023-08-14 12:21:22,103854527,423318317,5,Satisfied
113631811259173.0,2023-11-15 19:19:44,8293989,423318317,5,Very Satisfied
134622638244164.0,2024-02-09 09:15:58,58367044,423318317,3,Very Satisfied
129518077246172.0,2024-04-01 17:15:24,187231284,423318317,5,Very Satisfied
106696041350265.0,2022-02-10 20:04:32,240273036,423318317,5,Very Satisfied
97633064050222.0,2023-12-14 21:33:57,81577532,423318317,5,Very Satisfied
101102879621060.0,2023-12-23 08:10:38,47323880,423318317,5,Very Satisfied
99121108308202.0,2023-10-24 05:28:26,79124959,423318317,5,Very Satisfied
118981302297074.0,2023-06-14 11:47:40,317184579,423318317,5,Very Satisfied
147455004287159.0,2023-09-01 19:54:38,419843787,423318317,5,Very Satisfied
145676569213124.0,2024-02-12 17:09:34,54330196,423318317,5,Very Satisfied
97485313687155.0,2023-11-15 19:22:18,168570676,423318317,5,Very Satisfied
99807481618005.0,2024-02-23 15:29:24,7437757,423318317,5,Neutral
108632251263578.0,2023-10-20 13:22:33,106387751,423318317,5,Very Satisfied
110709977131657.0,2023-09-09 14:52:45,182822898,423318317,5,Very Satisfied
130913908248518.0,2024-03-28 15:43:03,331484324,423318317,5,Very Satisfied
90995209286304.0,2023-09-19 16:22:54,507958685,423318317,5,Very Satisfied
126134570224241.0,2023-01-15 19:09:34,133477658,423318317,5,Very Satisfied
102165231644599.0,2022-09-27 15:53:52,37838207,423318317,5,Very Satisfied
127280385220333.0,2024-02-08 20:30:38,125050538,423318317,5,Very Satisfied
96428548199387.0,2022-12-08 21:13:01,191247615,423318317,4,Very Satisfied
118395625205854.0,2024-01-02 19:22:48,63297497,423318317,5,Very Satisfied
152249041286480.0,2023-10-24 14:26:04,21166219,423318317,5,Very Satisfied
149795904214905.0,2023-01-22 10:15:04,170528767,423318317,5,Very Satisfied
133245872202628.0,2023-08-16 16:48:55,238397692,423318317,5,Dissatisfied
117867037227800.0,2023-07-19 08:48:34,244228143,423318317,5,Very Satisfied
92013920189310.0,2024-01-21 08:01:59,160867323,423318317,5,Very Satisfied
158340315200144.0,2024-01-12 22:17:42,211705452,423318317,5,Very Satisfied
122351081121462.0,2024-01-10 11:00:20,303723606,423318317,5,Very Satisfied
158256046203262.0,2023-06-11 12:34:38,101492088,423318317,5,Very Satisfied
105403581294485.0,2022-04-18 18:11:44,11136949,423318317,5,Neutral
119536821252853.0,2022-02-10 14:49:35,469151886,423318317,5,Very Satisfied
145157543210084.0,2023-10-02 18:54:47,179691768,423318317,5,Very Satisfied
104276413395341.0,2023-06-08 19:46:09,272430090,423318317,5,Very Satisfied
112731742170735.0,2021-11-22 16:49:10,240273036,423318317,5,Very Satisfied
99243939273288.0,2023-09-26 18:03:47,309263369,423318317,5,Very Satisfied
122649534189958.0,2022-04-11 16:35:56,600095478,423318317,5,Very Satisfied
94650171543128.0,2024-01-07 07:55:47,77374943,423318317,5,Very Satisfied
96960426020373.0,2024-02-10 17:05:39,62624471,423318317,5,Very Satisfied
135668746204360.0,2022-11-29 19:39:55,156598747,423318317,5,Very Satisfied
137510531240552.0,2024-02-02 12:22:40,112339055,423318317,5,Very Satisfied
96147553056410.0,2024-04-03 12:45:44,88091601,423318317,5,Very Satisfied
140919720221926.0,2023-08-28 17:44:03,208032807,423318317,5,Very Satisfied
134885109287745.0,2023-12-15 19:22:32,57553257,423318317,5,Very Satisfied
96160824512328.0,2023-05-10 21:55:09,52407860,423318317,5,Very Satisfied
145492505289500.0,2023-12-22 17:20:27,59394426,423318317,5,Very Satisfied
129864019295499.0,2024-04-01 18:32:56,271783890,423318317,5,Very Satisfied
99222564693429.0,2023-10-04 07:44:51,240273036,423318317,5,Very Satisfied
139392072268350.0,2023-10-16 23:20:58,169964089,423318317,5,Very Satisfied
156075083280443.0,2024-01-11 22:36:56,51044013,423318317,3,Very Satisfied
99766979325016.0,2022-10-17 22:08:53,62841513,423318317,5,Very Satisfied
93933753507153.0,2023-09-06 10:20:16,268358518,423318317,5,Very Satisfied
117778668269195.0,2023-06-06 19:43:41,97018886,423318317,5,Very Satisfied
92315077574878.0,2023-08-02 12:09:48,92942757,423318317,5,Very Satisfied
162433202270910.0,2022-10-18 13:15:37,234904601,423318317,5,Very Satisfied
123589345142037.0,2023-09-22 00:01:26,385449936,423318317,5,Very Satisfied
126171654229908.0,2023-12-16 20:58:47,76290725,423318317,5,Very Satisfied
