orderid,itemid,userid,shopid,ctime,rating_star
1.47104E+14,11141930107,275255138,271963527,1694221024,5
1.51807E+14,11141930107,571613739,271963527,1699337511,5
1.60492E+14,11141930107,243132049,271963527,1707371050,5
1.65475E+14,11141930107,1075211254,271963527,1712136606,5
1.54863E+14,11141930107,376075825,271963527,1701833039,5
1.58444E+14,11141930107,19741239,271963527,1705347255,5
1.57874E+14,11141930107,429147382,271963527,1704885638,5
1.55091E+14,11141930107,191411893,271963527,1702322998,5
1.11394E+14,11141930107,393451030,271963527,1660990130,5
1.53235E+14,11141930107,67539429,271963527,1700576163,5
1.60558E+14,11141930107,96798322,271963527,1709051916,5
1.17813E+14,11141930107,705715638,271963527,1664869274,5
1.59757E+14,11141930107,163487076,271963527,1706625760,5
1.42367E+14,11141930107,764052667,271963527,1689595884,5
1.5882E+14,11141930107,38550865,271963527,1705745081,5
1.47577E+14,11141930107,107931476,271963527,1694333504,5
1.37148E+14,11141930107,425142099,271963527,1684423056,5
1.31753E+14,11141930107,343709285,271963527,1679096022,5
1.53616E+14,11141930107,199604650,271963527,1700458118,5
1.27516E+14,11141930107,471235649,271963527,1674447784,5
1.41972E+14,11141930107,148757232,271963527,1688876053,5
1.29512E+14,11141930107,197651124,271963527,1676429921,5
1.1305E+14,11141930107,817188034,271963527,1660379650,5
1.55281E+14,11141930107,189904139,271963527,1704605500,5
1.49332E+14,11141930107,268214372,271963527,1696075833,5
1.25282E+14,11141930107,468090570,271963527,1673133750,5
1.39409E+14,11141930107,54373911,271963527,1686198595,5
1.33243E+14,11141930107,334262077,271963527,1679988833,5
1.24617E+14,11141930107,468090570,271963527,1672834285,5
1.53711E+14,11141930107,411436502,271963527,1700573973,5
1.58312E+14,11141930107,1121505093,271963527,1705615428,5
1.48445E+14,11141930107,162263666,271963527,1695636270,5
1.20055E+14,11141930107,788263234,271963527,1667181878,5
1.39335E+14,11141930107,131270156,271963527,1686026708,5
1.56013E+14,11141930107,96798322,271963527,1704337189,5
1.4986E+14,11141930107,235788061,271963527,1697002259,5
1.60286E+14,11141930107,96798322,271963527,1707106853,5
1.58418E+14,11141930107,197606436,271963527,1705847334,5
1.61347E+14,11141930107,124077812,271963527,1709349702,5
1.45802E+14,11141930107,375868324,271963527,1692884509,5
1.11514E+14,11141930107,252331337,271963527,1660523510,5
1.45559E+14,11141930107,697606992,271963527,1692338913,5
1.5518E+14,11141930107,71433105,271963527,1702135770,5
1.63772E+14,11141930107,1169195136,271963527,1710250809,5
1.47272E+14,11141930107,1039511409,271963527,1694707964,5
1.17096E+14,11141930107,610648275,271963527,1665123639,5
1.16896E+14,11141930107,57827045,271963527,1663846951,5
1.62992E+14,11141930107,354039186,271963527,1712016258,5
1.62255E+14,11141930107,219519333,271963527,1711202305,5
1.54844E+14,11141930107,842945722,271963527,1702684930,5
1.23675E+14,11141930107,230776504,271963527,1672335860,5
1.65781E+14,11141930107,146951120,271963527,1712538188,5
1.6287E+14,11141930107,280102355,271963527,1709374517,5
1.50691E+14,11141930107,827832226,271963527,1697861479,5
1.48086E+14,11141930107,816153314,271963527,1694926626,5
1.54237E+14,11141930107,360370719,271963527,1700894208,5
1.64819E+14,11141930107,936797343,271963527,1711179587,5
1.50629E+14,11141930107,275080857,271963527,1698061103,5
1.59614E+14,11141930107,324187214,271963527,1706643397,5
1.53333E+14,11141930107,191949815,271963527,1700474897,5
1.19718E+14,11141930107,122577124,271963527,1667130820,5
1.5102E+14,11141930107,1071378041,271963527,1697795127,5
1.45354E+14,11141930107,473089058,271963527,1692605102,5
1.62799E+14,11141930107,69966009,271963527,1711816154,5
1.48899E+14,11141930107,65375589,271963527,1695969589,5
1.46745E+14,11141930107,112229765,271963527,1693565312,5
1.59112E+14,11141930107,613859684,271963527,1707818691,5
1.38212E+14,11141930107,22639748,271963527,1685353235,5
9.19794E+13,11141930107,112725688,271963527,1639108250,5
1.46209E+14,11141930107,262512264,271963527,1693229527,5
1.46666E+14,11141930107,332434235,271963527,1693535480,5
1.24536E+14,11141930107,127517400,271963527,1671530762,5
1.48323E+14,11141930107,100848927,271963527,1695194801,5
1.33584E+14,11141930107,192823489,271963527,1680491125,5
1.48101E+14,11141930107,343558922,271963527,1695092254,5
1.49483E+14,11141930107,124107012,271963527,1696571522,5
1.45593E+14,11141930107,39207597,271963527,1692826688,5
1.5566E+14,11141930107,1020515587,271963527,1702533531,5
1.46873E+14,11141930107,433706285,271963527,1693891958,5
1.49606E+14,11141930107,349852530,271963527,1696523049,5
1.13421E+14,11141930107,281857592,271963527,1662452746,5
1.49909E+14,11141930107,78195641,271963527,1697453443,5
1.62011E+14,11141930107,1128407874,271963527,1708495158,5
1.57957E+14,11141930107,50400212,271963527,1705296028,5
1.46473E+14,11141930107,160076935,271963527,1693290491,5
1.61965E+14,11141930107,1137365430,271963527,1708388879,5
1.56729E+14,11141930107,264815972,271963527,1703838169,5
1.31638E+14,11141930107,327183010,271963527,1678942554,5
1.29308E+14,11141930107,431086002,271963527,1676952176,5
1.2797E+14,11141930107,186139201,271963527,1675145664,5
1.4486E+14,11141930107,208367489,271963527,1693040136,5
1.64278E+14,11141930107,1013317289,271963527,1712192254,5
1.44777E+14,11141930107,530863392,271963527,1691843554,5
1.13588E+14,11141930107,134789920,271963527,1660655800,5
1.08041E+14,11141930107,61026179,271963527,1655435504,5
9.02789E+13,11141930107,160835151,271963527,1637368302,5
1.6418E+14,11141930107,51689367,271963527,1710906831,5
1.23485E+14,11141930107,179087473,271963527,1670752031,5
1.24068E+14,11141930107,824498773,271963527,1671970607,5
1.45811E+14,11141930107,36323884,271963527,1692608567,5
1.5756E+14,11141930107,354773253,271963527,1704584765,5
1.161E+14,11141930107,71101735,271963527,1663153614,5
1.48448E+14,11141930107,140856799,271963527,1695194090,5
1.49706E+14,11141930107,170140818,271963527,1696491292,5
1.55128E+14,11141930107,140673512,271963527,1702141551,5
1.5656E+14,11141930107,411436502,271963527,1703245129,5
1.47493E+14,11141930107,127520762,271963527,1694518043,5
1.00972E+14,11141930107,276744301,271963527,1648118956,5
1.44469E+14,11141930107,923119891,271963527,1691597332,5
1.56697E+14,11141930107,232485105,271963527,1705296819,5
1.53434E+14,11141930107,280546272,271963527,1701306222,5
1.61881E+14,11141930107,274251678,271963527,1709787192,5
1.6402E+14,11141930107,423819275,271963527,1710470404,5
1.45411E+14,11141930107,875839237,271963527,1692402937,5
1.47027E+14,11141930107,79714996,271963527,1694062894,5
1.53259E+14,11141930107,573664749,271963527,1701106796,5
1.58323E+14,11141930107,1010819452,271963527,1706222146,5
1.57995E+14,11141930107,296988202,271963527,1704943759,5
1.53574E+14,11141930107,511722427,271963527,1700465776,5
1.47846E+14,11141930107,475635187,271963527,1694595727,5
1.63784E+14,11141930107,572664859,271963527,1710308112,5
1.57752E+14,11141930107,809673493,271963527,1704879164,5
1.11023E+14,11141930107,538759172,271963527,1658309976,5
1.34389E+14,11141930107,16602148,271963527,1681469819,5
1.28001E+14,11141930107,220287474,271963527,1675159350,5
1.44464E+14,11141930107,197322159,271963527,1691553501,5
1.62576E+14,11141930107,292340428,271963527,1709089494,5
1.26725E+14,11141930107,144988841,271963527,1673789396,5
1.50566E+14,11141930107,96431781,271963527,1700234003,5
1.27483E+14,11141930107,266856659,271963527,1674568826,5
1.19117E+14,11141930107,306544303,271963527,1666048103,5
1.41963E+14,11141930107,138649777,271963527,1689071660,5
1.24306E+14,11141930107,197322159,271963527,1671694602,5
1.54166E+14,11141930107,187117351,271963527,1701076754,5
1.26626E+14,11141930107,371240636,271963527,1674605025,5
1.27833E+14,11141930107,332177384,271963527,1675330697,5
1.52939E+14,11141930107,353913877,271963527,1699834884,5
1.455E+14,11141930107,31693708,271963527,1692336573,5
1.63674E+14,11141930107,63195895,271963527,1712482768,5
1.0823E+14,11141930107,265109779,271963527,1655436194,5
1.39645E+14,11141930107,55224029,271963527,1687275526,5
1.47842E+14,11141930107,621031665,271963527,1694758130,5
1.21872E+14,11141930107,429177774,271963527,1669170499,5
1.05456E+14,11141930107,231036898,271963527,1652697644,5
1.2597E+14,11141930107,645418975,271963527,1673352341,5
1.17589E+14,11141930107,122930402,271963527,1664882600,5
1.5604E+14,11141930107,82581378,271963527,1702984937,5
1.45973E+14,11141930107,276968310,271963527,1692787837,5
1.22348E+14,11141930107,567002227,271963527,1671545234,5
1.64688E+14,11141930107,364162620,271963527,1711515067,5
9.49867E+13,11141930107,268069206,271963527,1642160314,5
1.03728E+14,11141930107,734576441,271963527,1651443829,5
1.0627E+14,11141930107,74222132,271963527,1653624110,5
1.50731E+14,11141930107,406218442,271963527,1697798538,5
1.44832E+14,11141930107,1599682,271963527,1692409554,5
1.49251E+14,11141930107,899671056,271963527,1696214124,5
1.50093E+14,11141930107,1086540603,271963527,1697325322,5
1.28747E+14,11141930107,71083372,271963527,1675867527,5
1.48673E+14,11141930107,352970340,271963527,1695576775,5
1.17957E+14,11141930107,814799475,271963527,1665400234,5
1.45721E+14,11141930107,344571386,271963527,1692774666,5
1.21852E+14,11141930107,57192114,271963527,1669391499,5
1.49761E+14,11141930107,233928230,271963527,1696739542,5
1.58685E+14,11141930107,36966028,271963527,1705485953,5
1.63139E+14,11141930107,1075211254,271963527,1709543740,5
1.59028E+14,11141930107,782229641,271963527,1705891245,5
1.1472E+14,11141930107,163391641,271963527,1662701637,5
1.58085E+14,11141930107,1092272783,271963527,1708177888,5
1.45276E+14,11141930107,297977010,271963527,1692098854,5
1.62899E+14,11141930107,73773402,271963527,1709440103,5
1.47321E+14,11141930107,151502702,271963527,1694081010,5
1.5889E+14,11141930107,405843818,271963527,1705643447,5
1.53475E+14,11141930107,1018546257,271963527,1700439161,5
1.58625E+14,11141930107,615748187,271963527,1705668574,5
1.56335E+14,11141930107,183751460,271963527,1703677466,5
1.28308E+14,11141930107,145137406,271963527,1675257852,5
1.59608E+14,11141930107,91845710,271963527,1706598390,5
1.48497E+14,11141930107,120067863,271963527,1695609455,5
1.32442E+14,11141930107,116526325,271963527,1679815312,5
1.48701E+14,11141930107,281521631,271963527,1695907208,5
1.63778E+14,11141930107,272411419,271963527,1711094321,5
1.61898E+14,11141930107,383023628,271963527,1708408999,5
1.28007E+14,11141930107,103240988,271963527,1675259499,5
1.32589E+14,11141930107,110167178,271963527,1679646296,5
1.56239E+14,11141930107,452545139,271963527,1703300831,5
1.39716E+14,11141930107,755410740,271963527,1686466736,5
1.58723E+14,11141930107,275024531,271963527,1705741030,5
1.46534E+14,11141930107,19408007,271963527,1693355112,5
1.17513E+14,11141930107,180617922,271963527,1664605282,5
1.52159E+14,11141930107,207091348,271963527,1698913608,5
1.62835E+14,11141930107,386427239,271963527,1709450536,5
1.57605E+14,11141930107,217844388,271963527,1704821209,5
1.45918E+14,11141930107,12933270,271963527,1693017440,5
1.53243E+14,11141930107,294467236,271963527,1700032872,5
1.38376E+14,11141930107,79850109,271963527,1685532281,5
1.45259E+14,11141930107,97872632,271963527,1691986882,5
1.53254E+14,11141930107,112570251,271963527,1700047184,5
1.59951E+14,11141930107,720234149,271963527,1707441358,5
1.65067E+14,11141930107,498575802,271963527,1711962924,5
9.67704E+13,11141930107,422878289,271963527,1644494672,5
1.55172E+14,11141930107,16454741,271963527,1702560837,5
1.55996E+14,11141930107,297791298,271963527,1703290238,5
1.50642E+14,11141930107,808744630,271963527,1698096506,5
1.39811E+14,11141930107,311050556,271963527,1686714460,5
1.46221E+14,11141930107,963456731,271963527,1693569278,5
1.60256E+14,11141930107,459524568,271963527,1707728974,5
1.5279E+14,11141930107,264866114,271963527,1700047338,5
1.62252E+14,11141930107,217927914,271963527,1708673364,5
1.49382E+14,11141930107,794291006,271963527,1697779353,5
1.47418E+14,11141930107,342689203,271963527,1694242365,5
1.65141E+14,11141930107,169729898,271963527,1711611783,5
1.47778E+14,11141930107,1023758595,271963527,1695111774,5
1.2679E+14,11141930107,116577878,271963527,1673780974,5
1.17246E+14,11141930107,26210879,271963527,1664265232,5
1.60542E+14,11141930107,353610123,271963527,1707395438,5
1.23438E+14,11141930107,152353767,271963527,1670505181,5
1.57274E+14,11141930107,490092403,271963527,1704194568,5
1.51063E+14,11141930107,282371160,271963527,1698128764,5
1.26832E+14,11141930107,111558801,271963527,1674353704,5
1.45161E+14,11141930107,360987433,271963527,1692175735,5
1.42566E+14,11141930107,382105262,271963527,1689727714,5
1.58634E+14,11141930107,332529321,271963527,1705795319,5
1.57123E+14,11141930107,1034001124,271963527,1705069062,5
1.57279E+14,11141930107,290065834,271963527,1704855620,5
1.39703E+14,11141930107,793592316,271963527,1686458078,5
1.02769E+14,11141930107,653630983,271963527,1650276704,5
9.743E+13,11141930107,228265028,271963527,1644475775,5
1.48993E+14,11141930107,225307460,271963527,1696244087,5
1.39441E+14,11141930107,10418826,271963527,1686224769,5
9.02778E+13,11141930107,431209662,271963527,1637570950,5
1.48878E+14,11141930107,4533811,271963527,1695722627,5
1.02724E+14,11141930107,169775917,271963527,1649666156,5
1.56311E+14,11141930107,546672677,271963527,1704585347,5
1.60889E+14,11141930107,317102250,271963527,1707555939,5
1.21796E+14,11141930107,112481817,271963527,1669721995,5
1.60201E+14,11141930107,1090898303,271963527,1706847760,5
1.65479E+14,11141930107,188727388,271963527,1712119544,5
1.45848E+14,11141930107,367945350,271963527,1693215843,5
1.55736E+14,11141930107,43582864,271963527,1702639352,5
1.36743E+14,11141930107,197651124,271963527,1683726909,5
1.56017E+14,11141930107,351999181,271963527,1703236827,5
1.65287E+14,11141930107,1151378376,271963527,1711967576,5
1.49493E+14,11141930107,251152735,271963527,1696376691,5
1.50199E+14,11141930107,196818465,271963527,1697469658,5
1.57991E+14,11141930107,352247266,271963527,1704983816,5
1.16165E+14,11141930107,793466379,271963527,1666015733,5
1.46839E+14,11141930107,456091766,271963527,1693966816,5
1.3924E+14,11141930107,255700037,271963527,1686051821,5
1.44123E+14,11141930107,320061491,271963527,1690949388,5
1.19038E+14,11141930107,168788952,271963527,1666070137,5
1.48054E+14,11141930107,140505316,271963527,1695312086,5
1.55919E+14,11141930107,269046663,271963527,1702731527,5
1.15945E+14,11141930107,794417897,271963527,1662953450,5
1.42233E+14,11141930107,377361125,271963527,1689375887,5
1.57138E+14,11141930107,270856584,271963527,1706186232,5
1.55464E+14,11141930107,206479240,271963527,1702527211,5
1.59064E+14,11141930107,1150254828,271963527,1706613788,5
1.51334E+14,11141930107,208471201,271963527,1698327669,5
1.63453E+14,11141930107,326253074,271963527,1712465315,5
1.57993E+14,11141930107,1096193347,271963527,1705381115,5
1.5267E+14,11141930107,207091348,271963527,1699351245,5
1.62989E+14,11141930107,1174118073,271963527,1710233266,5
1.22216E+14,11141930107,162212100,271963527,1669263650,5
1.58193E+14,11141930107,60742463,271963527,1705613269,5
1.61873E+14,11141930107,305419815,271963527,1708684722,5
1.6128E+14,11141930107,1134893337,271963527,1708144152,5
1.48307E+14,11141930107,352698319,271963527,1695287649,5
1.49276E+14,11141930107,224987505,271963527,1696065823,5
1.5217E+14,11141930107,425856897,271963527,1699184727,5
1.54243E+14,11141930107,224147877,271963527,1701179648,5
1.5036E+14,11141930107,197694381,271963527,1697291326,5
1.26672E+14,11141930107,421924547,271963527,1673586563,5
1.4839E+14,11141930107,1074685109,271963527,1695869857,5
1.24252E+14,11141930107,269308647,271963527,1671244809,5
1.47063E+14,11141930107,152023627,271963527,1693976911,5
1.4735E+14,11141930107,153563970,271963527,1694593871,5
1.4243E+14,11141930107,117745990,271963527,1689236201,5
1.39222E+14,11141930107,205201619,271963527,1686039912,5
1.1427E+14,11141930107,51522498,271963527,1661489299,5
1.39134E+14,11141930107,960280062,271963527,1686826562,5
1.42911E+14,11141930107,65854005,271963527,1689654967,5
1.2481E+14,11141930107,386892440,271963527,1672371880,5
1.1958E+14,11141930107,354178131,271963527,1666478576,5
1.2364E+14,11141930107,438802583,271963527,1671022721,5
1.62976E+14,11141930107,293879384,271963527,1709825839,5
1.60828E+14,11141930107,518740014,271963527,1710194826,5
1.53728E+14,11141930107,471545115,271963527,1700541417,5
1.4458E+14,11141930107,950586477,271963527,1691419261,5
1.28427E+14,11141930107,198304504,271963527,1676183542,5
1.65029E+14,11141930107,152421577,271963527,1712472385,5
1.17744E+14,11141930107,354681100,271963527,1665336077,5
1.23729E+14,11141930107,170721553,271963527,1671668231,5
1.53331E+14,11141930107,267023349,271963527,1700196745,5
1.49592E+14,11141930107,97867163,271963527,1696834731,5
1.58681E+14,11141930107,675820118,271963527,1705955831,5
1.51668E+14,11141930107,1004306042,271963527,1698669774,5
1.48617E+14,11141930107,725925356,271963527,1695903679,5
1.45474E+14,11141930107,305316494,271963527,1692412200,5
1.47606E+14,11141930107,332791066,271963527,1694765349,5
1.34552E+14,11141930107,166130049,271963527,1681383639,5
1.25362E+14,11141930107,552240965,271963527,1672664766,5
1.47174E+14,11141930107,312885602,271963527,1693883697,5
1.49421E+14,11141930107,596567084,271963527,1696334583,5
1.57865E+14,11141930107,58248788,271963527,1704774961,5
1.17278E+14,11141930107,302344432,271963527,1664436378,5
1.10868E+14,11141930107,53110353,271963527,1659872211,5
1.47973E+14,11141930107,494231772,271963527,1696422830,5
1.52096E+14,11141930107,904920928,271963527,1699018291,5
1.22197E+14,11141930107,884947643,271963527,1669808585,5
1.65425E+14,11141930107,59750761,271963527,1712181260,5
1.61871E+14,11141930107,146354560,271963527,1709124458,5
1.49528E+14,11141930107,391103179,271963527,1696314550,5
1.37142E+14,11141930107,588175461,271963527,1686815545,5
9.93018E+13,11141930107,116905253,271963527,1646363879,5
1.46044E+14,11141930107,259496292,271963527,1693039306,5
1.44903E+14,11141930107,26909032,271963527,1691745955,5
1.45507E+14,11141930107,702092396,271963527,1692881011,5
1.50379E+14,11141930107,358418670,271963527,1698639920,5
1.56006E+14,11141930107,274853552,271963527,1704806154,5
1.13667E+14,11141930107,114107076,271963527,1662288652,5
1.49603E+14,11141930107,136298978,271963527,1696703680,5
1.50641E+14,11141930107,156183337,271963527,1698208980,5
1.50575E+14,11141930107,71047473,271963527,1701000063,5
1.64176E+14,11141930107,1033384630,271963527,1711974381,5
1.12887E+14,11141930107,19710310,271963527,1664279038,5
1.07619E+14,11141930107,328123966,271963527,1654764253,5
1.44838E+14,11141930107,54290063,271963527,1691476550,5
1.44403E+14,11141930107,206690065,271963527,1691473037,5
1.57647E+14,11141930107,314158465,271963527,1704723643,5
1.48752E+14,11141930107,300217357,271963527,1695616736,5
1.47934E+14,11141930107,228887638,271963527,1694924796,5
9.10837E+13,11141930107,454465974,271963527,1638755306,5
1.58634E+14,11141930107,471816700,271963527,1705375778,5
1.61673E+14,11141930107,989895550,271963527,1708432429,5
1.33622E+14,11141930107,746803104,271963527,1680504500,5
1.50525E+14,11141930107,33046227,271963527,1697470676,5
1.64256E+14,11141930107,140104113,271963527,1711355240,5
1.6216E+14,11141930107,475544053,271963527,1708583195,5
9.21994E+13,11141930107,573234468,271963527,1640051384,5
9.98741E+13,11141930107,75811627,271963527,1646901127,5
1.5175E+14,11141930107,155445981,271963527,1700033543,5
8.51872E+13,11141930107,91809371,271963527,1632735631,5
1.45273E+14,11141930107,15307023,271963527,1693828569,5
1.53198E+14,11141930107,180598771,271963527,1700264188,5
1.44326E+14,11141930107,891826889,271963527,1691292616,5
1.57852E+14,11141930107,373788002,271963527,1704796806,5
1.10825E+14,11141930107,119088629,271963527,1657886994,5
1.52969E+14,11141930107,104084348,271963527,1699720790,5
1.49664E+14,11141930107,135061316,271963527,1696342626,5
1.37144E+14,11141930107,915734501,271963527,1683950775,5
1.26005E+14,11141930107,199737698,271963527,1673238694,5
1.57955E+14,11141930107,279555930,271963527,1704859617,5
1.49875E+14,11141930107,386592175,271963527,1697163070,5
1.48878E+14,11141930107,215964240,271963527,1695722835,5
1.63931E+14,11141930107,99019461,271963527,1710942667,5
1.58248E+14,11141930107,1065864570,271963527,1706018782,5
1.46398E+14,11141930107,334614801,271963527,1693743513,5
1.24825E+14,11141930107,450297683,271963527,1671787145,5
1.4396E+14,11141930107,69393705,271963527,1690811516,5
1.55566E+14,11141930107,119645695,271963527,1702433482,5
1.65502E+14,11141930107,222796806,271963527,1711963861,5
1.65905E+14,11141930107,724237490,271963527,1712329512,5
1.62015E+14,11141930107,354423120,271963527,1708580370,5
1.48392E+14,11141930107,263480605,271963527,1695108180,5
1.34462E+14,11141930107,792289875,271963527,1681279544,5
1.14803E+14,11141930107,814593523,271963527,1661922054,5
1.44227E+14,11141930107,422412638,271963527,1691491134,5
1.44389E+14,11141930107,158251388,271963527,1692841148,5
1.4949E+14,11141930107,912913095,271963527,1696467849,5
1.50126E+14,11141930107,1045123308,271963527,1697089233,5
1.2573E+14,11141930107,65041479,271963527,1673113316,5
1.17359E+14,11141930107,468504913,271963527,1666576956,5
1.57985E+14,11141930107,48858577,271963527,1704692672,5
1.52334E+14,11141930107,597130696,271963527,1699257267,5
1.48253E+14,11141930107,578299319,271963527,1695446057,5
1.44568E+14,11141930107,560174166,271963527,1692155519,5
1.5552E+14,11141930107,277786913,271963527,1702274921,5
8.56567E+13,11141930107,321075,271963527,1632534700,5
1.26114E+14,11141930107,321109342,271963527,1673529286,5
1.18531E+14,11141930107,819373610,271963527,1665894103,5
1.45021E+14,11141930107,905462747,271963527,1691850037,5
1.59771E+14,11141930107,1095837953,271963527,1706679973,5
1.47191E+14,11141930107,208987738,271963527,1693888885,5
1.6556E+14,11141930107,50487817,271963527,1712217153,5
1.61158E+14,11141930107,697612689,271963527,1708153098,5
1.42933E+14,11141930107,396482266,271963527,1689743435,5
1.46738E+14,11141930107,295830982,271963527,1694064918,5
1.65012E+14,11141930107,590574459,271963527,1711768492,5
9.9212E+13,11141930107,385934517,271963527,1646110951,5
1.51664E+14,11141930107,480322427,271963527,1698824535,5
