orderid,ctime,userid,shopid,rating_star
156700000000000.0,13/02/2024 18:09,182573605,423318317,3
96506300000000.0,14/02/2024 16:08,429484577,423318317,3
99808700000000.0,01/04/2024 10:00,103771242,423318317,3
89567700000000.0,22/02/2024 11:25,103771242,423318317,3
90342000000000.0,01/03/2024 12:42,435939418,423318317,1
117692000000000.0,03/04/2024 17:33,142228497,423318317,2
99800900000000.0,19/03/2024 11:50,82261479,423318317,1
118196000000000.0,30/03/2024 23:23,28876297,423318317,1
130955000000000.0,24/03/2024 11:44,327521521,423318317,4
97038600000000.0,30/03/2024 11:58,66966523,423318317,5
140164000000000.0,08/04/2024 19:32,51171170,423318317,4
148636000000000.0,23/03/2024 16:39,457336852,423318317,2
98801200000000.0,15/02/2024 16:02,68872958,423318317,4
118142000000000.0,28/03/2024 16:55,125164859,423318317,4
102838000000000.0,17/03/2024 16:36,55341112,423318317,2
92632700000000.0,31/03/2024 12:48,80506666,423318317,4
96971700000000.0,01/04/2024 10:43,103731569,423318317,3
109587000000000.0,01/04/2024 10:26,16021842,423318317,4
134317000000000.0,08/02/2024 13:12,25094331,423318317,5
104223000000000.0,30/03/2024 22:13,82286664,423318317,4
96800000000000.0,28/03/2024 12:02,103731569,423318317,3
129114000000000.0,24/03/2024 19:11,119155473,423318317,1
91955200000000.0,31/03/2024 18:35,81490305,423318317,1
98348400000000.0,26/03/2024 9:50,241583156,423318317,2
115194000000000.0,13/03/2024 18:35,78692206,423318317,2
123005000000000.0,28/03/2024 15:10,231480842,423318317,5
99750400000000.0,05/03/2024 20:00,85311831,423318317,4
115638000000000.0,25/03/2024 0:06,41469842,423318317,5
139107000000000.0,27/03/2024 16:31,14405302,423318317,1
160904000000000.0,30/03/2024 12:31,65488406,423318317,1
126361000000000.0,08/04/2024 16:52,4477834,423318317,1
108781000000000.0,26/02/2024 2:39,287972840,423318317,2
101138000000000.0,26/03/2024 15:42,133948669,423318317,5
106534000000000.0,07/02/2024 13:24,15414138,423318317,3
147775000000000.0,19/02/2024 11:20,506160601,423318317,4
99752400000000.0,01/03/2024 9:16,56434557,423318317,4
154079000000000.0,01/03/2024 1:12,244531073,423318317,1
127897000000000.0,21/03/2024 0:04,748310348,423318317,1
99283800000000.0,22/03/2024 20:45,435164578,423318317,4
100147000000000.0,26/03/2024 18:47,166703875,423318317,3
144563000000000.0,27/03/2024 21:11,77975369,423318317,1
104496000000000.0,27/03/2024 16:10,318054562,423318317,3
142860000000000.0,27/03/2024 15:31,189523316,423318317,1
118422000000000.0,31/03/2024 15:02,21317280,423318317,2
129102000000000.0,31/03/2024 19:42,112339055,423318317,1
112660000000000.0,30/03/2024 20:23,67238452,423318317,2
130844000000000.0,01/04/2024 12:05,318054562,423318317,2
119613000000000.0,07/04/2024 15:39,236701433,423318317,1
118545000000000.0,15/03/2024 22:56,215838147,423318317,4
122235000000000.0,11/03/2024 13:55,172565088,423318317,2
157053000000000.0,03/03/2024 9:45,112585759,423318317,4
120880000000000.0,01/03/2024 19:16,209953152,423318317,5
133541000000000.0,17/10/2021 19:21,189156468,423318317,1
155006000000000.0,18/01/2024 11:50,843533728,423318317,4
91990200000000.0,09/09/2023 8:57,89900600,423318317,3
126952000000000.0,07/11/2023 14:11,37544652,423318317,1
92361600000000.0,08/02/2024 13:44,305744826,423318317,4
114919000000000.0,03/04/2024 17:30,33748029,423318317,2
135053000000000.0,06/12/2023 11:23,26713921,423318317,5
118387000000000.0,16/01/2024 3:34,225082509,423318317,2
92242400000000.0,10/01/2024 19:20,34343459,423318317,5
144301000000000.0,12/12/2023 3:29,26928435,423318317,2
110791000000000.0,20/08/2022 18:08,16477623,423318317,4
110825000000000.0,21/11/2023 22:16,46923466,423318317,3
121051000000000.0,28/02/2024 0:38,99140269,423318317,5
118769000000000.0,04/10/2022 15:41,40086394,423318317,4
93540500000000.0,30/01/2024 22:42,267817743,423318317,1
90227300000000.0,17/07/2023 20:11,93374695,423318317,3
98911200000000.0,20/01/2024 18:04,137257297,423318317,4
100063000000000.0,10/09/2023 16:11,77989202,423318317,5
122281000000000.0,18/05/2023 23:17,314958697,423318317,3
150685000000000.0,18/03/2023 7:33,99140269,423318317,1
106242000000000.0,20/11/2023 13:28,224074993,423318317,1
96988200000000.0,23/01/2023 12:23,85997928,423318317,4
139479000000000.0,09/07/2023 12:14,35248981,423318317,5
104303000000000.0,15/02/2023 10:58,130240961,423318317,5
107164000000000.0,13/08/2022 16:34,121613511,423318317,2
99586900000000.0,07/01/2024 13:31,156495494,423318317,1
155530000000000.0,30/09/2023 20:10,58342719,423318317,2
133621000000000.0,08/01/2023 7:22,99140269,423318317,4
126069000000000.0,08/06/2023 12:29,197849745,423318317,5
129563000000000.0,28/03/2023 15:33,106820226,423318317,1
97057900000000.0,04/01/2023 20:11,63021564,423318317,3
119239000000000.0,21/11/2023 21:39,40022808,423318317,5
159814000000000.0,19/01/2024 6:03,22235878,423318317,2
97518100000000.0,25/09/2023 18:04,50419937,423318317,2
115141000000000.0,31/10/2022 10:04,135783732,423318317,3
92322200000000.0,06/06/2023 12:45,19181310,423318317,3
149904000000000.0,04/01/2024 10:59,1075931031,423318317,1
121451000000000.0,11/10/2023 13:30,13298869,423318317,1
104979000000000.0,05/02/2024 12:20,103823648,423318317,2
161512000000000.0,21/01/2024 22:28,68550594,423318317,5
136260000000000.0,02/03/2024 11:21,69435387,423318317,5
94670500000000.0,24/08/2023 21:41,165434031,423318317,4
104313000000000.0,15/08/2022 8:31,68448296,423318317,2
153985000000000.0,18/08/2023 14:08,50454314,423318317,1
123783000000000.0,09/12/2023 23:29,13271156,423318317,2
152320000000000.0,12/03/2024 21:40,294276011,423318317,1
99720100000000.0,15/09/2023 0:12,61440657,423318317,5
99527400000000.0,07/10/2022 14:20,285456045,423318317,1
139754000000000.0,22/09/2022 19:42,58461127,423318317,5
154966000000000.0,02/04/2024 8:04,154857391,423318317,3
92033000000000.0,23/03/2024 21:58,76122736,423318317,1
110899000000000.0,16/12/2023 8:02,179839330,423318317,5
121925000000000.0,30/12/2022 1:44,136565710,423318317,3
123698000000000.0,08/04/2024 9:03,81070170,423318317,3
133421000000000.0,02/03/2024 18:15,183840969,423318317,2
115187000000000.0,21/10/2023 12:11,73283932,423318317,4
128524000000000.0,17/09/2023 12:57,278784597,423318317,2
123493000000000.0,25/11/2023 14:36,19626216,423318317,3
143437000000000.0,23/03/2024 15:39,6438599,423318317,3
100162000000000.0,23/10/2023 19:38,62533686,423318317,2
103683000000000.0,31/01/2024 3:36,80175382,423318317,2
97505100000000.0,20/11/2023 18:08,80945807,423318317,3
107711000000000.0,30/10/2022 19:53,163938142,423318317,4
136835000000000.0,20/10/2023 17:45,69435387,423318317,5
97348700000000.0,21/08/2023 16:05,35168595,423318317,4
109318000000000.0,31/03/2024 0:29,150528040,423318317,4
113020000000000.0,29/09/2023 14:39,58706664,423318317,1
99764500000000.0,01/09/2023 18:48,59500393,423318317,3
147858000000000.0,13/02/2024 18:04,290884175,423318317,1
92754300000000.0,29/05/2023 17:40,11450517,423318317,3
161173000000000.0,10/12/2021 11:50,717895659,423318317,3
92720700000000.0,28/08/2023 21:32,65707485,423318317,3
113191000000000.0,01/09/2023 10:31,254056469,423318317,1
154666000000000.0,20/12/2022 18:06,413916096,423318317,4
113651000000000.0,20/09/2023 15:26,7844179,423318317,2
123165000000000.0,03/04/2023 11:05,402795120,423318317,5
118323000000000.0,19/09/2023 10:57,19004272,423318317,2
92501100000000.0,06/10/2023 13:52,242230530,423318317,2
114864000000000.0,24/08/2023 5:38,115518214,423318317,3
131475000000000.0,14/12/2023 13:58,13713585,423318317,5
98773700000000.0,05/09/2023 13:32,305744826,423318317,5
131901000000000.0,06/10/2023 0:24,223985240,423318317,4
116517000000000.0,06/09/2022 16:25,97018886,423318317,5
134885000000000.0,16/10/2023 18:50,103743425,423318317,2
122536000000000.0,21/02/2024 13:59,209436724,423318317,3
102779000000000.0,15/01/2024 13:20,99140269,423318317,5
107102000000000.0,29/08/2023 14:28,110746422,423318317,3
107142000000000.0,20/02/2024 8:27,95937315,423318317,5
123268000000000.0,29/12/2023 16:22,211705452,423318317,3
86230900000000.0,16/03/2023 12:55,540885189,423318317,3
142154000000000.0,21/02/2023 12:02,21166219,423318317,1
116438000000000.0,31/01/2023 14:14,142638048,423318317,1
102161000000000.0,26/08/2023 16:55,52845516,423318317,2
114498000000000.0,04/04/2024 8:57,162418048,423318317,3
116134000000000.0,12/08/2023 20:32,66652605,423318317,3
103349000000000.0,16/08/2022 21:16,60606351,423318317,1
129051000000000.0,17/06/2022 11:11,75284875,423318317,4
121659000000000.0,20/11/2021 8:31,48880929,423318317,1
156944000000000.0,20/03/2024 11:53,574097757,423318317,5
134925000000000.0,11/12/2022 17:47,63103629,423318317,1
98282700000000.0,25/12/2022 20:16,99124173,423318317,3
111732000000000.0,21/08/2023 17:02,48436500,423318317,2
158163000000000.0,07/01/2024 7:46,124213402,423318317,2
104176000000000.0,14/09/2022 19:06,76953025,423318317,5
100325000000000.0,20/09/2023 15:14,112585759,423318317,5
90321300000000.0,05/10/2023 15:34,77541142,423318317,1
153978000000000.0,10/12/2023 1:05,50454314,423318317,4
90263600000000.0,22/12/2023 19:38,147042031,423318317,4
151596000000000.0,12/09/2023 19:27,13627596,423318317,3
113112000000000.0,24/03/2022 18:49,421696544,423318317,2
140425000000000.0,10/08/2023 0:08,273607133,423318317,4
125390000000000.0,15/01/2024 13:33,204237845,423318317,5
90303400000000.0,30/11/2023 9:03,115704901,423318317,4
98551000000000.0,07/03/2024 12:53,47455430,423318317,3
104111000000000.0,15/03/2024 10:40,305744826,423318317,1
117972000000000.0,19/08/2023 7:55,119445334,423318317,5
124615000000000.0,07/09/2023 13:01,81017485,423318317,4
118142000000000.0,28/11/2023 1:39,99171675,423318317,2
136960000000000.0,26/01/2024 6:35,211705452,423318317,3
134696000000000.0,11/01/2024 11:29,28906425,423318317,4
122133000000000.0,20/11/2023 15:36,33672209,423318317,3
93414400000000.0,13/09/2023 17:02,1376668,423318317,5
124974000000000.0,13/03/2024 13:35,240246188,423318317,3
103781000000000.0,10/01/2024 17:32,17074655,423318317,4
115917000000000.0,20/07/2022 17:39,244168813,423318317,2
117635000000000.0,14/04/2023 18:56,41716126,423318317,5
115297000000000.0,31/01/2023 18:02,384837070,423318317,3
99986700000000.0,09/08/2023 11:58,211705452,423318317,5
136893000000000.0,28/02/2024 11:04,451663487,423318317,4
142434000000000.0,15/01/2023 21:29,56296255,423318317,5
131517000000000.0,17/11/2023 23:13,211705452,423318317,3
105967000000000.0,24/01/2023 22:00,91641904,423318317,2
162089000000000.0,18/10/2022 7:08,106351934,423318317,2
134240000000000.0,11/07/2023 18:34,34561321,423318317,1
103225000000000.0,22/12/2022 15:36,46572879,423318317,2
96868300000000.0,27/11/2023 17:19,91641904,423318317,1
96179400000000.0,25/01/2023 8:03,174297377,423318317,3
154701000000000.0,02/02/2023 17:38,700057799,423318317,4
140067000000000.0,13/11/2023 8:21,35248981,423318317,4
117549000000000.0,18/08/2023 13:29,61144010,423318317,3
124091000000000.0,07/04/2024 17:39,366440644,423318317,3
139681000000000.0,17/06/2022 11:23,75600394,423318317,1
148064000000000.0,20/06/2023 23:38,112375414,423318317,3
97766200000000.0,15/09/2023 14:08,294118688,423318317,5
142500000000000.0,23/11/2022 10:28,257770549,423318317,1
109229000000000.0,16/05/2022 18:40,68325516,423318317,2
138855000000000.0,10/01/2023 20:05,95831537,423318317,5
155103000000000.0,04/10/2022 19:23,362690167,423318317,2
159195000000000.0,19/12/2023 19:22,224663909,423318317,5
141194000000000.0,23/08/2023 18:50,203120317,423318317,2
113730000000000.0,20/12/2022 22:07,33303477,423318317,1
124511000000000.0,27/03/2024 12:51,185218375,423318317,5
104041000000000.0,14/01/2022 19:38,467798061,423318317,5
86230200000000.0,02/05/2022 6:23,540885189,423318317,4
127414000000000.0,27/05/2022 12:01,12806623,423318317,1
92011900000000.0,20/10/2023 18:42,15195537,423318317,1
154267000000000.0,19/08/2023 9:45,78015142,423318317,3
123029000000000.0,02/10/2023 10:35,832223459,423318317,4
121729000000000.0,15/10/2023 7:15,19004272,423318317,3
120923000000000.0,08/02/2023 22:45,119364934,423318317,4
98021100000000.0,25/09/2023 1:32,119935289,423318317,3
113795000000000.0,10/10/2022 19:10,143353908,423318317,2
109953000000000.0,23/08/2023 15:11,36445570,423318317,4
124336000000000.0,25/11/2022 23:51,145202574,423318317,5
125844000000000.0,08/10/2023 12:32,34561321,423318317,2
149921000000000.0,17/01/2024 18:05,8073141,423318317,2
141869000000000.0,04/03/2024 17:15,93603696,423318317,4
154856000000000.0,22/01/2024 10:40,33096640,423318317,5
92203900000000.0,09/09/2022 13:33,218982758,423318317,4
157364000000000.0,17/02/2024 21:51,216251873,423318317,1
155022000000000.0,15/08/2023 19:27,30010869,423318317,2
113100000000000.0,03/03/2024 12:28,126191884,423318317,2
96111300000000.0,07/09/2023 18:03,261988744,423318317,2
123332000000000.0,19/01/2024 13:50,168766239,423318317,1
106632000000000.0,20/11/2023 8:12,21068062,423318317,5
110903000000000.0,19/01/2024 20:49,136938143,423318317,1
96766800000000.0,27/12/2023 19:44,80530397,423318317,1
136910000000000.0,01/02/2023 21:24,318198308,423318317,1
101252000000000.0,30/01/2024 15:06,162419535,423318317,4
129994000000000.0,25/09/2023 10:37,188314228,423318317,3
139716000000000.0,26/03/2023 15:21,59489708,423318317,4
99765700000000.0,28/09/2023 21:20,166322959,423318317,4
103428000000000.0,22/03/2024 15:58,165051329,423318317,4
101270000000000.0,20/02/2024 14:03,250830577,423318317,5
99322000000000.0,01/02/2023 21:51,186975588,423318317,1
96870100000000.0,24/03/2023 16:24,186975588,423318317,5
94666200000000.0,23/12/2023 11:07,11955431,423318317,4
112246000000000.0,11/06/2023 14:58,67533741,423318317,2
108912000000000.0,20/01/2024 16:57,39809122,423318317,5
95748200000000.0,30/08/2023 8:25,63794027,423318317,5
141805000000000.0,01/10/2022 14:21,112339055,423318317,5
92115900000000.0,02/11/2023 16:26,428411242,423318317,3
114170000000000.0,03/03/2024 15:22,84836233,423318317,1
113833000000000.0,10/01/2024 1:26,100529108,423318317,2
99466300000000.0,26/08/2023 10:37,27846010,423318317,5
101837000000000.0,15/11/2023 15:21,244644608,423318317,2
90343200000000.0,31/05/2023 19:24,66736888,423318317,5
94884100000000.0,14/08/2023 12:21,103854527,423318317,2
113632000000000.0,15/11/2023 19:19,8293989,423318317,4
134623000000000.0,09/02/2024 9:15,58367044,423318317,5
129518000000000.0,01/04/2024 17:15,187231284,423318317,3
106696000000000.0,10/02/2022 20:04,240273036,423318317,3
97633100000000.0,14/12/2023 21:33,81577532,423318317,2
101103000000000.0,23/12/2023 8:10,47323880,423318317,3
99121100000000.0,24/10/2023 5:28,79124959,423318317,4
118981000000000.0,14/06/2023 11:47,317184579,423318317,4
147455000000000.0,01/09/2023 19:54,419843787,423318317,1
145677000000000.0,12/02/2024 17:09,54330196,423318317,4
97485300000000.0,15/11/2023 19:22,168570676,423318317,4
99807500000000.0,23/02/2024 15:29,7437757,423318317,1
108632000000000.0,20/10/2023 13:22,106387751,423318317,4
110710000000000.0,09/09/2023 14:52,182822898,423318317,1
130914000000000.0,28/03/2024 15:43,331484324,423318317,5
90995200000000.0,19/09/2023 16:22,507958685,423318317,2
126135000000000.0,15/01/2023 19:09,133477658,423318317,5
102165000000000.0,27/09/2022 15:53,37838207,423318317,2
127280000000000.0,08/02/2024 20:30,125050538,423318317,2
96428500000000.0,08/12/2022 21:13,191247615,423318317,2
118396000000000.0,02/01/2024 19:22,63297497,423318317,2
152249000000000.0,24/10/2023 14:26,21166219,423318317,5
149796000000000.0,22/01/2023 10:15,170528767,423318317,3
133246000000000.0,16/08/2023 16:48,238397692,423318317,3
117867000000000.0,19/07/2023 8:48,244228143,423318317,2
92013900000000.0,21/01/2024 8:01,160867323,423318317,2
158340000000000.0,12/01/2024 22:17,211705452,423318317,3
122351000000000.0,10/01/2024 11:00,303723606,423318317,2
158256000000000.0,11/06/2023 12:34,101492088,423318317,5
105404000000000.0,18/04/2022 18:11,11136949,423318317,3
119537000000000.0,10/02/2022 14:49,469151886,423318317,4
145158000000000.0,02/10/2023 18:54,179691768,423318317,1
104276000000000.0,08/06/2023 19:46,272430090,423318317,3
112732000000000.0,22/11/2021 16:49,240273036,423318317,2
99243900000000.0,26/09/2023 18:03,309263369,423318317,4
122650000000000.0,11/04/2022 16:35,600095478,423318317,1
94650200000000.0,07/01/2024 7:55,77374943,423318317,3
96960400000000.0,10/02/2024 17:05,62624471,423318317,2
135669000000000.0,29/11/2022 19:39,156598747,423318317,5
137511000000000.0,02/02/2024 12:22,112339055,423318317,1
96147600000000.0,03/04/2024 12:45,88091601,423318317,4
140920000000000.0,28/08/2023 17:44,208032807,423318317,4
134885000000000.0,15/12/2023 19:22,57553257,423318317,1
96160800000000.0,10/05/2023 21:55,52407860,423318317,1
145493000000000.0,22/12/2023 17:20,59394426,423318317,2
129864000000000.0,01/04/2024 18:32,271783890,423318317,2
99222600000000.0,04/10/2023 7:44,240273036,423318317,4
139392000000000.0,16/10/2023 23:20,169964089,423318317,2
156075000000000.0,11/01/2024 22:36,51044013,423318317,4
99767000000000.0,17/10/2022 22:08,62841513,423318317,1
93933800000000.0,06/09/2023 10:20,268358518,423318317,1
117779000000000.0,06/06/2023 19:43,97018886,423318317,3
92315100000000.0,02/08/2023 12:09,92942757,423318317,1
162433000000000.0,18/10/2022 13:15,234904601,423318317,3
123589000000000.0,22/09/2023 0:01,385449936,423318317,2
126172000000000.0,16/12/2023 20:58,76290725,423318317,2
128049000000000.0,12/09/2022 11:30,255705684,423318317,2
137851000000000.0,15/07/2023 7:04,310428620,423318317,5
125032000000000.0,25/01/2024 20:37,63342244,423318317,2
121497000000000.0,14/12/2023 12:13,164556571,423318317,5
122132000000000.0,30/01/2024 19:23,42338542,423318317,4
143479000000000.0,26/10/2023 21:41,325106898,423318317,1
92128900000000.0,07/04/2024 12:48,150754031,423318317,5
157471000000000.0,16/01/2024 12:58,402989610,423318317,4
115527000000000.0,07/11/2023 18:00,142236095,423318317,4
126800000000000.0,12/03/2024 16:47,198151077,423318317,2
118558000000000.0,24/11/2022 12:20,81875740,423318317,3
132618000000000.0,19/01/2024 5:27,28047297,423318317,5
103544000000000.0,23/02/2024 18:38,215838147,423318317,1
108644000000000.0,17/02/2024 12:29,76953025,423318317,1
156011000000000.0,21/09/2023 17:14,230669637,423318317,1
108229000000000.0,30/09/2023 17:23,63495302,423318317,3
115539000000000.0,05/11/2023 19:45,84176847,423318317,2
107414000000000.0,28/11/2023 21:54,100428275,423318317,4
129011000000000.0,14/10/2023 21:48,258823353,423318317,3
114077000000000.0,13/01/2023 13:09,174297377,423318317,2
119282000000000.0,28/09/2023 10:57,329556210,423318317,2
101390000000000.0,17/12/2022 10:40,103209768,423318317,5
154436000000000.0,06/09/2023 13:08,35000835,423318317,5
118301000000000.0,13/09/2023 16:31,213909862,423318317,4
115196000000000.0,13/07/2023 16:16,116218750,423318317,5
155147000000000.0,06/06/2023 16:25,111349591,423318317,2
149245000000000.0,26/08/2022 12:48,290884175,423318317,1
97558900000000.0,15/06/2023 18:56,102850541,423318317,5
100833000000000.0,18/07/2023 12:36,28659222,423318317,2
108015000000000.0,30/12/2022 11:44,142402679,423318317,1
139561000000000.0,23/10/2022 6:42,172526013,423318317,5
116127000000000.0,14/12/2022 20:58,272379791,423318317,4
133699000000000.0,07/03/2024 23:37,209047150,423318317,3
109820000000000.0,12/03/2024 6:07,177651236,423318317,4
149059000000000.0,21/11/2023 12:36,40771157,423318317,3
104057000000000.0,07/08/2023 22:41,384255415,423318317,1
94694300000000.0,12/02/2023 14:32,21963654,423318317,2
99564600000000.0,07/04/2024 14:46,133948669,423318317,3
131717000000000.0,10/10/2022 1:21,290694162,423318317,5
97991100000000.0,22/12/2022 8:17,163938142,423318317,5
99722600000000.0,17/11/2023 12:52,173214671,423318317,4
119334000000000.0,09/10/2023 14:58,123972248,423318317,1
100411000000000.0,23/01/2024 4:37,165051329,423318317,5
149402000000000.0,30/10/2023 20:42,1026995939,423318317,5
140997000000000.0,28/09/2023 20:21,399541104,423318317,2
112601000000000.0,19/08/2023 10:30,291403049,423318317,1
111313000000000.0,15/09/2023 16:09,219739631,423318317,5
99461100000000.0,13/04/2023 19:00,61144010,423318317,4
125128000000000.0,02/01/2023 21:06,244056513,423318317,2
115059000000000.0,05/09/2023 11:14,124670417,423318317,2
99177800000000.0,03/10/2023 20:03,45026030,423318317,4
122432000000000.0,09/01/2024 12:36,55912756,423318317,5
110638000000000.0,29/09/2022 15:26,101403074,423318317,4
125050000000000.0,07/08/2022 19:36,352430735,423318317,4
129963000000000.0,04/10/2023 20:33,292919172,423318317,5
105223000000000.0,03/11/2023 21:31,455613987,423318317,3
96943400000000.0,30/11/2022 19:43,64962249,423318317,4
103674000000000.0,04/04/2024 5:54,100571177,423318317,3
99105200000000.0,28/02/2024 20:47,111685189,423318317,4
154795000000000.0,03/10/2023 14:29,190225403,423318317,1
113099000000000.0,15/06/2023 15:52,291403049,423318317,3
147413000000000.0,04/03/2022 11:17,16790902,423318317,4
115892000000000.0,26/08/2023 16:41,176968195,423318317,1
102787000000000.0,11/08/2023 17:25,63127834,423318317,2
115805000000000.0,24/08/2023 20:43,89744399,423318317,1
96829600000000.0,30/10/2023 12:25,88222492,423318317,1
99789800000000.0,09/01/2024 21:15,62270867,423318317,5
104561000000000.0,04/09/2022 18:50,649486676,423318317,5
141903000000000.0,08/10/2023 2:34,87082166,423318317,4
122187000000000.0,25/10/2023 12:43,135014607,423318317,1
95841900000000.0,26/11/2023 20:01,251992490,423318317,2
115629000000000.0,01/04/2024 20:26,194977122,423318317,2
118397000000000.0,27/09/2022 19:43,179231,423318317,1
143494000000000.0,09/06/2022 16:44,260054718,423318317,3
116595000000000.0,08/08/2023 14:35,113321133,423318317,5
122787000000000.0,08/08/2023 13:37,4391583,423318317,2
154616000000000.0,08/01/2024 22:20,21050338,423318317,4
154093000000000.0,25/09/2023 12:38,75301210,423318317,4
103482000000000.0,17/09/2023 12:26,265510018,423318317,5
136474000000000.0,06/12/2021 9:48,70336236,423318317,1
160050000000000.0,16/01/2024 11:29,96382059,423318317,2
160321000000000.0,20/02/2024 20:33,274764287,423318317,4
104938000000000.0,03/04/2023 14:48,135037289,423318317,3
109911000000000.0,16/10/2023 23:37,96475479,423318317,3
147772000000000.0,25/03/2024 16:27,53227653,423318317,2
162022000000000.0,22/02/2024 14:26,950808245,423318317,5
150119000000000.0,21/12/2021 9:49,111599543,423318317,3
131515000000000.0,10/03/2022 16:32,335223754,423318317,4
105725000000000.0,15/11/2023 15:32,277726306,423318317,1
159934000000000.0,27/09/2021 17:40,95431957,423318317,4
160120000000000.0,04/09/2023 19:56,216251873,423318317,1
137840000000000.0,18/11/2023 7:36,337392122,423318317,3
146211000000000.0,06/08/2023 11:30,25006267,423318317,3
123403000000000.0,09/01/2024 18:40,83117200,423318317,3
99647900000000.0,15/07/2022 20:09,47227114,423318317,4
95567000000000.0,12/11/2023 0:39,12697087,423318317,5
98079600000000.0,03/10/2023 22:17,19380444,423318317,3
133373000000000.0,13/05/2023 12:06,319657001,423318317,1
153825000000000.0,09/01/2023 12:31,82906482,423318317,3
154931000000000.0,10/01/2024 12:06,12200214,423318317,2
121759000000000.0,13/10/2023 10:11,6852334,423318317,2
125601000000000.0,26/09/2023 18:07,124185594,423318317,5
134842000000000.0,20/03/2024 21:51,258608681,423318317,1
121833000000000.0,23/01/2024 22:06,305712977,423318317,1
108149000000000.0,03/09/2023 20:18,88666335,423318317,5
110375000000000.0,23/12/2022 17:19,25593441,423318317,3
124185000000000.0,31/07/2023 21:51,255605735,423318317,4
97511000000000.0,13/12/2023 10:11,12256602,423318317,5
135131000000000.0,01/04/2024 17:31,768504,423318317,3
91783800000000.0,05/04/2024 23:05,317575376,423318317,2
126373000000000.0,22/02/2024 13:39,313251504,423318317,4
126023000000000.0,19/09/2023 15:23,75741270,423318317,1
112163000000000.0,12/04/2023 14:05,52220062,423318317,5
108691000000000.0,31/08/2022 13:00,438862927,423318317,3
159533000000000.0,08/08/2023 18:38,84897743,423318317,3
113812000000000.0,24/08/2023 9:39,288715940,423318317,5
135055000000000.0,05/10/2023 9:04,169673544,423318317,4
117192000000000.0,12/10/2023 13:40,87528795,423318317,5
138469000000000.0,08/01/2023 1:41,95035354,423318317,1
92027200000000.0,24/10/2022 10:02,30608377,423318317,1
117371000000000.0,08/01/2024 13:44,13298869,423318317,2
107103000000000.0,06/11/2023 15:54,91067964,423318317,2
