orderid,ctime,userid,shopid,rating_star
117972000000000.0,1692431700,119445334,423318317,5
124615000000000.0,1694091660,81017485,423318317,4
118142000000000.0,1701135540,99171675,423318317,2
136960000000000.0,1706250900,211705452,423318317,3
134696000000000.0,1704972540,28906425,423318317,4
122133000000000.0,1700494560,33672209,423318317,3
93414400000000.0,1694624520,1376668,423318317,5
124974000000000.0,1710336900,240246188,423318317,3
103781000000000.0,1704907920,17074655,423318317,4
115917000000000.0,1658338740,244168813,423318317,2
117635000000000.0,1681498560,41716126,423318317,5
115297000000000.0,1675188120,384837070,423318317,3
99986700000000.0,1691582280,211705452,423318317,5
136893000000000.0,1709118240,451663487,423318317,4
142434000000000.0,1673818140,56296255,423318317,5
131517000000000.0,1700262780,211705452,423318317,3
105967000000000.0,1674597600,91641904,423318317,2
162089000000000.0,1666076880,106351934,423318317,2
134240000000000.0,1689100440,34561321,423318317,1
103225000000000.0,1671723360,46572879,423318317,2
96868300000000.0,1701105540,91641904,423318317,1
96179400000000.0,1674633780,174297377,423318317,3
154701000000000.0,1675359480,700057799,423318317,4
140067000000000.0,1699863660,35248981,423318317,4
117549000000000.0,1692365340,61144010,423318317,3
124091000000000.0,1712511540,366440644,423318317,3
139681000000000.0,1655464980,75600394,423318317,1
148064000000000.0,1687304280,112375414,423318317,3
97766200000000.0,1694786880,294118688,423318317,5
142500000000000.0,1669199280,257770549,423318317,1
109229000000000.0,1652726400,68325516,423318317,2
138855000000000.0,1673381100,95831537,423318317,5
155103000000000.0,1664911380,362690167,423318317,2
159195000000000.0,1703013720,224663909,423318317,5
141194000000000.0,1692816600,203120317,423318317,2
113730000000000.0,1671574020,33303477,423318317,1
124511000000000.0,1711543860,185218375,423318317,5
104041000000000.0,1642189080,467798061,423318317,5
86230200000000.0,1651472580,540885189,423318317,4
127414000000000.0,1653652860,12806623,423318317,1
92011900000000.0,1697827320,15195537,423318317,1
154267000000000.0,1692438300,78015142,423318317,3
123029000000000.0,1696242900,832223459,423318317,4
121729000000000.0,1697354100,19004272,423318317,3
120923000000000.0,1675896300,119364934,423318317,4
98021100000000.0,1695605520,119935289,423318317,3
113795000000000.0,1665429000,143353908,423318317,2
109953000000000.0,1692803460,36445570,423318317,4
124336000000000.0,1669420260,145202574,423318317,5
125844000000000.0,1696768320,34561321,423318317,2
149921000000000.0,1705514700,8073141,423318317,2
141869000000000.0,1709572500,93603696,423318317,4
154856000000000.0,1705920000,33096640,423318317,5
92203900000000.0,1662730380,218982758,423318317,4
157364000000000.0,1708206660,216251873,423318317,1
155022000000000.0,1692127620,30010869,423318317,2
113100000000000.0,1709468880,126191884,423318317,2
96111300000000.0,1694109780,261988744,423318317,2
123332000000000.0,1705672200,168766239,423318317,1
106632000000000.0,1700467920,21068062,423318317,5
110903000000000.0,1705697340,136938143,423318317,1
96766800000000.0,1703706240,80530397,423318317,1
136910000000000.0,1675286640,318198308,423318317,1
101252000000000.0,1706627160,162419535,423318317,4
129994000000000.0,1695638220,188314228,423318317,3
139716000000000.0,1679844060,59489708,423318317,4
99765700000000.0,1695936000,166322959,423318317,4
103428000000000.0,1711123080,165051329,423318317,4
101270000000000.0,1708437780,250830577,423318317,5
99322000000000.0,1675288260,186975588,423318317,1
96870100000000.0,1679675040,186975588,423318317,5
94666200000000.0,1703329620,11955431,423318317,4
112246000000000.0,1686495480,67533741,423318317,2
108912000000000.0,1705769820,39809122,423318317,5
95748200000000.0,1693383900,63794027,423318317,5
141805000000000.0,1664634060,112339055,423318317,5
92115900000000.0,1698942360,428411242,423318317,3
114170000000000.0,1709479320,84836233,423318317,1
113833000000000.0,1704849960,100529108,423318317,2
99466300000000.0,1693046220,27846010,423318317,5
101837000000000.0,1700061660,244644608,423318317,2
90343200000000.0,1685561040,66736888,423318317,5
94884100000000.0,1692015660,103854527,423318317,2
113632000000000.0,1700075940,8293989,423318317,4
134623000000000.0,1707470100,58367044,423318317,5
129518000000000.0,1711991700,187231284,423318317,3
106696000000000.0,1644523440,240273036,423318317,3
97633100000000.0,1702589580,81577532,423318317,2
101103000000000.0,1703319000,47323880,423318317,3
99121100000000.0,1698125280,79124959,423318317,4
118981000000000.0,1686743220,317184579,423318317,4
147455000000000.0,1693598040,419843787,423318317,1
145677000000000.0,1707757740,54330196,423318317,4
97485300000000.0,1700076120,168570676,423318317,4
99807500000000.0,1708702140,7437757,423318317,1
108632000000000.0,1697808120,106387751,423318317,4
110710000000000.0,1694271120,182822898,423318317,1
130914000000000.0,1711640580,331484324,423318317,5
90995200000000.0,1695140520,507958685,423318317,2
126135000000000.0,1673809740,133477658,423318317,5
102165000000000.0,1664293980,37838207,423318317,2
127280000000000.0,1707424200,125050538,423318317,2
96428500000000.0,1670533980,191247615,423318317,2
118396000000000.0,1704223320,63297497,423318317,2
152249000000000.0,1698157560,21166219,423318317,5
149796000000000.0,1674382500,170528767,423318317,3
133246000000000.0,1692204480,238397692,423318317,3
117867000000000.0,1689756480,244228143,423318317,2
92013900000000.0,1705824060,160867323,423318317,2
158340000000000.0,1705097820,211705452,423318317,3
122351000000000.0,1704884400,303723606,423318317,2
158256000000000.0,1686486840,101492088,423318317,5
105404000000000.0,1650305460,11136949,423318317,3
119537000000000.0,1644504540,469151886,423318317,4
145158000000000.0,1696272840,179691768,423318317,1
104276000000000.0,1686253560,272430090,423318317,3
112732000000000.0,1637599740,240273036,423318317,2
99243900000000.0,1695751380,309263369,423318317,4
122650000000000.0,1649694900,600095478,423318317,1
94650200000000.0,1704614100,77374943,423318317,3
96960400000000.0,1707584700,62624471,423318317,2
135669000000000.0,1669750740,156598747,423318317,5
137511000000000.0,1706876520,112339055,423318317,1
96147600000000.0,1712148300,88091601,423318317,4
140920000000000.0,1693244640,208032807,423318317,4
134885000000000.0,1702668120,57553257,423318317,1
96160800000000.0,1683755700,52407860,423318317,1
145493000000000.0,1703265600,59394426,423318317,2
129864000000000.0,1711996320,271783890,423318317,2
99222600000000.0,1696405440,240273036,423318317,4
139392000000000.0,1697498400,169964089,423318317,2
156075000000000.0,1705012560,51044013,423318317,4
99767000000000.0,1666044480,62841513,423318317,1
93933800000000.0,1693995600,268358518,423318317,1
117779000000000.0,1686080580,97018886,423318317,3
92315100000000.0,1690978140,92942757,423318317,1
162433000000000.0,1666098900,234904601,423318317,3
123589000000000.0,1695340860,385449936,423318317,2
126172000000000.0,1702760280,76290725,423318317,2
128049000000000.0,1662982200,255705684,423318317,2
137851000000000.0,1689404640,310428620,423318317,5
125032000000000.0,1706215020,63342244,423318317,2
121497000000000.0,1702555980,164556571,423318317,5
122132000000000.0,1706642580,42338542,423318317,4
143479000000000.0,1698356460,325106898,423318317,1
92128900000000.0,1712494080,150754031,423318317,5
157471000000000.0,1705409880,402989610,423318317,4
115527000000000.0,1699380000,142236095,423318317,4
126800000000000.0,1710262020,198151077,423318317,2
118558000000000.0,1669292400,81875740,423318317,3
132618000000000.0,1705642020,28047297,423318317,5
103544000000000.0,1708713480,215838147,423318317,1
108644000000000.0,1708172940,76953025,423318317,1
156011000000000.0,1695316440,230669637,423318317,1
108229000000000.0,1696094580,63495302,423318317,3
115539000000000.0,1699213500,84176847,423318317,2
107414000000000.0,1701208440,100428275,423318317,4
129011000000000.0,1697320080,258823353,423318317,3
114077000000000.0,1673615340,174297377,423318317,2
119282000000000.0,1695898620,329556210,423318317,2
101390000000000.0,1671273600,103209768,423318317,5
154436000000000.0,1694005680,35000835,423318317,5
118301000000000.0,1694622660,213909862,423318317,4
115196000000000.0,1689264960,116218750,423318317,5
155147000000000.0,1686068700,111349591,423318317,2
149245000000000.0,1661518080,290884175,423318317,1
97558900000000.0,1686855360,102850541,423318317,5
100833000000000.0,1689683760,28659222,423318317,2
108015000000000.0,1672400640,142402679,423318317,1
139561000000000.0,1666507320,172526013,423318317,5
116127000000000.0,1671051480,272379791,423318317,4
133699000000000.0,1709854620,209047150,423318317,3
109820000000000.0,1710223620,177651236,423318317,4
149059000000000.0,1700570160,40771157,423318317,3
104057000000000.0,1691448060,384255415,423318317,1
94694300000000.0,1676212320,21963654,423318317,2
99564600000000.0,1712501160,133948669,423318317,3
131717000000000.0,1665364860,290694162,423318317,5
97991100000000.0,1671697020,163938142,423318317,5
99722600000000.0,1700225520,173214671,423318317,4
119334000000000.0,1696863480,123972248,423318317,1
100411000000000.0,1705984620,165051329,423318317,5
149402000000000.0,1698698520,1026995939,423318317,5
140997000000000.0,1695932460,399541104,423318317,2
112601000000000.0,1692441000,291403049,423318317,1
111313000000000.0,1694794140,219739631,423318317,5
99461100000000.0,1681412400,61144010,423318317,4
125128000000000.0,1672693560,244056513,423318317,2
115059000000000.0,1693912440,124670417,423318317,2
99177800000000.0,1696363380,45026030,423318317,4
122432000000000.0,1704803760,55912756,423318317,5
110638000000000.0,1664465160,101403074,423318317,4
125050000000000.0,1659900960,352430735,423318317,4
129963000000000.0,1696451580,292919172,423318317,5
105223000000000.0,1699047060,455613987,423318317,3
96943400000000.0,1669837380,64962249,423318317,4
103674000000000.0,1712210040,100571177,423318317,3
99105200000000.0,1709153220,111685189,423318317,4
154795000000000.0,1696343340,190225403,423318317,1
113099000000000.0,1686844320,291403049,423318317,3
147413000000000.0,1646392620,16790902,423318317,4
115892000000000.0,1693068060,176968195,423318317,1
102787000000000.0,1691774700,63127834,423318317,2
115805000000000.0,1692909780,89744399,423318317,1
96829600000000.0,1698668700,88222492,423318317,1
99789800000000.0,1704834900,62270867,423318317,5
104561000000000.0,1662317400,649486676,423318317,5
141903000000000.0,1696732440,87082166,423318317,4
122187000000000.0,1698237780,135014607,423318317,1
95841900000000.0,1701028860,251992490,423318317,2
115629000000000.0,1712003160,194977122,423318317,2
118397000000000.0,1664307780,179231,423318317,1
143494000000000.0,1654793040,260054718,423318317,3
116595000000000.0,1691505300,113321133,423318317,5
122787000000000.0,1691501820,4391583,423318317,2
154616000000000.0,1704752400,21050338,423318317,4
154093000000000.0,1695645480,75301210,423318317,4
103482000000000.0,1694953560,265510018,423318317,5
136474000000000.0,1638784080,70336236,423318317,1
160050000000000.0,1705404540,96382059,423318317,2
160321000000000.0,1708461180,274764287,423318317,4
104938000000000.0,1680533280,135037289,423318317,3
109911000000000.0,1697499420,96475479,423318317,3
147772000000000.0,1711384020,53227653,423318317,2
162022000000000.0,1708611960,950808245,423318317,5
150119000000000.0,1640080140,111599543,423318317,3
131515000000000.0,1646929920,335223754,423318317,4
105725000000000.0,1700062320,277726306,423318317,1
159934000000000.0,1632764400,95431957,423318317,4
160120000000000.0,1693857360,216251873,423318317,1
137840000000000.0,1700292960,337392122,423318317,3
146211000000000.0,1691321400,25006267,423318317,3
123403000000000.0,1704825600,83117200,423318317,3
99647900000000.0,1657915740,47227114,423318317,4
95567000000000.0,1699749540,12697087,423318317,5
98079600000000.0,1696371420,19380444,423318317,3
133373000000000.0,1683979560,319657001,423318317,1
153825000000000.0,1673267460,82906482,423318317,3
154931000000000.0,1704888360,12200214,423318317,2
121759000000000.0,1697191860,6852334,423318317,2
125601000000000.0,1695751620,124185594,423318317,5
134842000000000.0,1710971460,258608681,423318317,1
121833000000000.0,1706047560,305712977,423318317,1
108149000000000.0,1693772280,88666335,423318317,5
110375000000000.0,1671815940,25593441,423318317,3
124185000000000.0,1690840260,255605735,423318317,4
97511000000000.0,1702462260,12256602,423318317,5
135131000000000.0,1711992660,768504,423318317,3
91783800000000.0,1712358300,317575376,423318317,2
126373000000000.0,1708609140,313251504,423318317,4
126023000000000.0,1695136980,75741270,423318317,1
112163000000000.0,1681308300,52220062,423318317,5
108691000000000.0,1661950800,438862927,423318317,3
159533000000000.0,1691519880,84897743,423318317,3
113812000000000.0,1692869940,288715940,423318317,5
135055000000000.0,1696496640,169673544,423318317,4
117192000000000.0,1697118000,87528795,423318317,5
138469000000000.0,1673142060,95035354,423318317,1
92027200000000.0,1666605720,30608377,423318317,1
117371000000000.0,1704721440,13298869,423318317,2
107103000000000.0,1699286040,91067964,423318317,2
118488000000000.0,1695474840,5149757,423318317,5
135744000000000.0,1692184260,47060911,423318317,5
93010800000000.0,1702303680,84854865,423318317,3
119510000000000.0,1632563460,774355693,423318317,1
134323000000000.0,1673558040,232079973,423318317,4
112620000000000.0,1665922860,99140269,423318317,3
116829000000000.0,1691878800,166747697,423318317,2
115470000000000.0,1706708760,40725663,423318317,5
144603000000000.0,1693917660,86174910,423318317,4
113676000000000.0,1712245920,123223282,423318317,1
113876000000000.0,1708181880,81780870,423318317,4
96914900000000.0,1689772200,54551499,423318317,1
111082000000000.0,1694093700,65252932,423318317,5
92035100000000.0,1711797240,32386261,423318317,3
127201000000000.0,1646139720,151861735,423318317,5
132491000000000.0,1698853320,73528536,423318317,3
97217900000000.0,1704735720,307426163,423318317,1
108032000000000.0,1635067500,46140177,423318317,2
104955000000000.0,1684091640,72793643,423318317,4
157899000000000.0,1704751440,46696590,423318317,3
111654000000000.0,1709731440,58056543,423318317,1
115615000000000.0,1708687020,100957172,423318317,3
97064100000000.0,1703762940,519636986,423318317,3
153757000000000.0,1705579260,156785534,423318317,5
115712000000000.0,1711708800,19004272,423318317,2
145220000000000.0,1703807580,277784408,423318317,2
108659000000000.0,1702229400,14807318,423318317,1
118329000000000.0,1699899480,87371301,423318317,2
123316000000000.0,1701959880,83865216,423318317,2
93965100000000.0,1705488660,10835010,423318317,4
116533000000000.0,1705180440,43075482,423318317,5
92987500000000.0,1712405880,91193201,423318317,5
130911000000000.0,1711716240,84042263,423318317,2
92967700000000.0,1698688320,133087537,423318317,5
113496000000000.0,1695200220,41448898,423318317,2
160485000000000.0,1701699000,5273243,423318317,3
111134000000000.0,1694459820,126191884,423318317,2
108922000000000.0,1695594120,79156169,423318317,3
104711000000000.0,1700744340,24244229,423318317,5
139202000000000.0,1700750160,5273243,423318317,2
137599000000000.0,1695934080,40190336,423318317,2
109143000000000.0,1681713540,374943970,423318317,3
126242000000000.0,1675699740,23602908,423318317,1
109208000000000.0,1685393400,305744826,423318317,4
92939700000000.0,1671596280,253678215,423318317,4
92576900000000.0,1671135180,108126466,423318317,1
99582800000000.0,1695289260,466656552,423318317,5
92579800000000.0,1695406560,86191127,423318317,3
106646000000000.0,1655059860,244044945,423318317,4
110823000000000.0,1677008580,237785836,423318317,3
119033000000000.0,1687392060,43628836,423318317,1
96389000000000.0,1664446260,409571599,423318317,2
96727100000000.0,1672902960,186480015,423318317,1
104254000000000.0,1664619780,457020304,423318317,3
129036000000000.0,1686606600,204474933,423318317,5
112876000000000.0,1686675660,305712977,423318317,4
108727000000000.0,1691426940,468502272,423318317,2
110465000000000.0,1689078300,70336236,423318317,1
112976000000000.0,1692884100,93566832,423318317,3
110536000000000.0,1653930060,449204937,423318317,3
99811000000000.0,1708520700,167013521,423318317,3
117952000000000.0,1698524340,547652569,423318317,4
123051000000000.0,1705612740,121613511,423318317,5
96894000000000.0,1704647280,8691951,423318317,4
110080000000000.0,1697431860,10414225,423318317,1
111318000000000.0,1695670680,9147178,423318317,2
127735000000000.0,1700566320,133721078,423318317,2
160495000000000.0,1692478680,45193757,423318317,3
86230800000000.0,1660409400,540885189,423318317,4
124448000000000.0,1661784720,253566243,423318317,2
120709000000000.0,1697492640,143671424,423318317,3
113985000000000.0,1673492460,253773256,423318317,4
99027700000000.0,1646165640,38841672,423318317,5
147665000000000.0,1668855000,158024307,423318317,4
125125000000000.0,1641638640,208743953,423318317,2
105893000000000.0,1698442620,480106057,423318317,5
107250000000000.0,1699008540,17004150,423318317,3
115479000000000.0,1697205600,72184399,423318317,1
152415000000000.0,1709407080,945540497,423318317,2
111770000000000.0,1701897540,32072153,423318317,1
134885000000000.0,1697904000,12200214,423318317,2
91977200000000.0,1700238600,94168563,423318317,4
130706000000000.0,1642767240,116264044,423318317,2
99284800000000.0,1701442680,8293989,423318317,2
160547000000000.0,1698420180,836358157,423318317,5
122226000000000.0,1657400160,386084045,423318317,4
97517400000000.0,1693065060,426598611,423318317,4
124685000000000.0,1707135660,8802719,423318317,4
152511000000000.0,1646643420,9063936,423318317,3
160238000000000.0,1693241100,132901208,423318317,1
92030900000000.0,1682115000,112049806,423318317,5
110532000000000.0,1700858220,50471988,423318317,3
144220000000000.0,1707434460,94581312,423318317,3
136963000000000.0,1707488940,50927325,423318317,2
109239000000000.0,1692013560,656008196,423318317,4
92200400000000.0,1712696520,458280835,423318317,4
108400000000000.0,1691937000,19516717,423318317,5
94539100000000.0,1669717440,170356451,423318317,1
121482000000000.0,1681655700,47595629,423318317,5
108106000000000.0,1675468860,84045622,423318317,1
115401000000000.0,1674460080,142539519,423318317,3
127291000000000.0,1694526240,42897533,423318317,2
124222000000000.0,1637971080,12330211,423318317,2
118859000000000.0,1694289300,90885552,423318317,3
106629000000000.0,1655812140,218272792,423318317,4
93269500000000.0,1685656200,103209768,423318317,1
122443000000000.0,1655558520,9620299,423318317,3
102558000000000.0,1676662200,163610261,423318317,3
117546000000000.0,1652032800,208743953,423318317,3
138772000000000.0,1692025560,12200214,423318317,1
99242100000000.0,1686232560,227929091,423318317,3
138582000000000.0,1655743320,83671732,423318317,3
122296000000000.0,1711110180,201918685,423318317,4
128067000000000.0,1707406140,61280192,423318317,5
157869000000000.0,1703860140,12200214,423318317,2
163224000000000.0,1709818740,469151886,423318317,3
126032000000000.0,1702329720,782476109,423318317,1
101266000000000.0,1710533280,16957871,423318317,1
154536000000000.0,1706873580,66736888,423318317,4
115580000000000.0,1677152880,496880744,423318317,3
91974500000000.0,1666782180,171852121,423318317,5
116465000000000.0,1680036060,40384226,423318317,3
118667000000000.0,1631649540,37866345,423318317,2
131452000000000.0,1693485060,376460058,423318317,2
134054000000000.0,1672701180,344710731,423318317,3
